MDC,DC,DRG,RW0D,RW,WTLOS,OT,MDF,DRGNAME
22,2206,22069,7.6805,17.4558,56.11,168,1.0,Full thickness burn w debridement w skin flap
22,2207,22070,1.7305,2.2771,10.09,30,0.85,Full thickness burn w debridement wo sig CCC
22,2207,22071,2.8086,4.681,15.94,48,1.0,Full thickness burn w debridement w min CCC
22,2250,22500,1.6009,2.1065,9.12,27,0.79,Extensive burns wo debridement wo sig CCC
22,2250,22501,2.6937,5.1802,20.81,62,1.0,Extensive burns wo debridement w min CCC
22,2251,22510,1.1292,1.3442,6.77,20,0.77,Full thickness burns wo skin graft/inh inj wo sig CCC
22,2251,22511,2.0848,3.4747,16.87,51,1.0,Full thickness burns wo skin graft/inh inj w min CCC
22,2252,22520,0.6959,0.7647,4.27,13,0.68,Non-extensive burns wo sig CCC
22,2252,22521,1.6243,2.1372,10.23,31,0.7,Non-extensive burns w min CCC
22,2252,22522,2.4328,4.6783,20.34,61,1.0,Non-extensive burns w mod CCC
23,2303,23039,0.668,0.668,1.57,5,1.0,Aftercare w endoscopy
23,2304,23040,0.535,0.535,1.43,4,0.83,OR proc group 1 w diag of other contact w health serv wo sig CCC
23,2304,23041,0.6825,0.6825,1.67,5,0.6,OR proc group 1 w diag of other contact w health serv w min CCC
23,2305,23059,0.7917,0.7917,2.18,7,1.0,OR proc group 2 w diag of other contact w health serv
23,2306,23060,1.4798,1.6261,3.93,12,1.0,OR proc group 3 w diag of other contact w health serv wo sig CCC
23,2306,23061,1.9828,2.3605,6.03,18,1.0,OR proc group 3 w diag of other contact w health serv w min CCC
23,2307,23079,2.6587,2.9216,5.93,18,1.0,OR proc group 4 or more w dx of oth contact w hlth serv
23,2350,23500,0.9441,1.2422,10.07,30,0.51,Rehabilitation wo sig CCC
23,2350,23501,1.4443,2.4072,15.8,47,0.53,Rehabilitation w min CCC
23,2351,23510,0.2998,0.2998,1.96,6,0.93,"Signs, symptoms and other abnormal findings wo sig CCC"
23,2351,23511,0.5338,0.5866,3.21,10,1.0,"Signs, symptoms and other abnormal findings w min CCC"
23,2351,23512,1.3894,1.654,6.47,19,1.0,"Signs, symptoms and other abnormal findings w mod CCC"
23,2351,23513,3.3534,4.4124,9.16,27,1.0,"Signs, symptoms and other abnormal findings w maj CCC"
23,2352,23520,0.8525,0.9368,3.82,11,1.0,Aftercare wo sig CCC
23,2352,23521,2.3133,2.5421,5.54,17,1.0,Aftercare w min CCC
23,2353,23530,0.6232,0.6848,4.95,15,0.85,"Oth factors influencing health status, in the elderly wo sig CCC"
23,2353,23531,1.1793,1.4039,8.56,26,0.95,"Oth factors influencing health status, in the elderly w min CCC"
23,2353,23532,2.3678,3.9465,15.85,48,1.0,"Oth factors influencing health status, in the elderly w mod CCC"
23,2354,23540,0.5067,0.5568,4.2,13,0.97,"Oth factors influenc health status, not in the elderly wo sig CCC"
23,2354,23541,1.2303,1.6188,9.41,28,1.0,"Oth factors influenc health status, not in the elderly w min CCC"
23,2354,23542,2.7141,4.5234,16.61,50,1.0,"Oth factors influenc health status, not in the elderly w mod CCC"
23,2355,23550,1.3749,2.2915,15.5,47,0.28,Rehabilitation for neuromuscular disorders wo sig CCC
23,2355,23551,1.4759,3.3541,26.07,78,1.0,Rehabilitation for neuromuscular disorders w min CCC
23,2355,23552,2.2193,5.044,29.46,88,1.0,Rehabilitation for neuromuscular disorders w mod CCC
24,2401,24010,5.3682,8.9469,15.22,46,0.98,"Intracran w abd/low L/skin, or abd w low L Proc for MST wo sig CCC"
24,2401,24011,5.3682,11.8745,21.07,63,0.89,"Intracran w abd/low L/skin, or abd w low L Proc for MST w min CCC"
24,2401,24012,6.3984,14.5417,27.17,82,1.0,"Intracran w abd/low L/skin, or abd w low L Proc for MST w mod CCC"
24,2405,24059,6.3798,14.4997,30.67,92,1.0,Spinal w intracranial/abd/lower ext/skin proc for MST
24,2411,24110,5.2681,6.9317,10.29,31,0.85,Intracranial procedure for MST wo sig CCC
24,2411,24111,6.5622,9.6502,14.31,43,0.79,Intracranial procedure for MST w min CCC
24,2412,24120,4.0959,6.8265,15.45,46,0.75,Spinal procedure for MST wo sig CCC
24,2412,24121,4.6141,10.4867,25.59,77,1.0,Spinal procedure for MST w min CCC
24,2414,24140,1.8528,2.036,5.08,15,0.85,OR procedure group 3 or more for MST wo sig CCC
24,2414,24141,2.9293,3.8544,9.66,29,0.61,OR procedure group 3 or more for MST w min CCC
24,2414,24142,3.6172,6.9561,20.66,62,0.9,OR procedure group 3 or more for MST w mod CCC
24,2417,24170,3.2826,7.4604,27.9,84,0.5,Multiple wound debridement for MST wo sig CCC
24,2417,24171,4.9577,11.2675,43.98,132,1.0,Multiple wound debridement for MST w min CCC
24,2418,24180,4.8629,5.7892,8.8,26,0.92,Abdominal proc for MST wo sig CCC
24,2418,24181,6.5129,8.5697,11.92,36,0.62,Abdominal proc for MST w min CCC
24,2418,24182,6.5129,11.0151,20.37,61,1.0,Abdominal proc for MST w mod CCC
24,2419,24190,3.703,4.8723,9.05,27,0.77,Chest proc for MST wo sig CCC
24,2419,24191,4.4432,8.5446,19.38,58,1.0,Chest proc for MST w min CCC
24,2420,24200,3.5234,4.6361,9.94,30,1.0,Maxillfacial proc for MST wo sig CCC
24,2420,24201,4.7819,7.0322,14.19,43,1.0,Maxillfacial proc for MST w min CCC
24,2420,24202,5.2517,10.0996,19.64,59,1.0,Maxillfacial proc for MST w mod CCC
24,2421,24210,2.4523,3.6064,13.27,40,1.0,Lower limb proc for MST wo sig CCC
24,2421,24211,3.3899,5.6497,16.99,51,0.94,Lower limb proc for MST w min CCC
24,2421,24212,3.6879,8.3815,22.51,68,0.88,Lower limb proc for MST w mod CCC
24,2421,24213,4.9678,11.2904,29.83,89,1.0,Lower limb proc for MST w maj CCC
24,2422,24220,2.2855,2.7209,6.77,20,0.65,Upper limb proc for MST wo sig CCC
24,2422,24221,3.2342,4.2555,11.53,35,0.95,Upper limb proc for MST w min CCC
24,2422,24222,3.7801,7.2694,18.43,55,1.0,Upper limb proc for MST w mod CCC
24,2423,24230,4.8944,7.1976,13.68,41,1.0,MST w cont mech ventilation for 96 hr or more wo sig CCC
24,2423,24231,5.4499,10.4805,18.37,55,1.0,MST w cont mech ventilation for 96 hr or more w min CCC
24,2450,24500,1.7952,1.9728,5.89,18,1.0,Multiple significant trauma wo sig CCC
24,2450,24501,2.4221,2.8834,7.68,23,1.0,Multiple significant trauma w min CCC
24,2450,24502,3.0294,3.986,9.95,30,0.78,Multiple significant trauma w mod CCC
25,2501,25019,0.6898,0.6898,2.26,7,0.94,OR proc group 1 for HIV infections
25,2502,25029,0.8603,0.8603,2.94,9,1.0,OR proc group 2 for HIV infections
25,2503,25039,1.44,1.5824,4.17,13,1.0,OR proc group 3 for HIV infections
25,2504,25049,3.8651,5.0856,11.95,36,1.0,OR proc group 4 or more for HIV infections
25,2550,25500,1.5759,1.8762,6.74,20,1.0,HIV-related CNS diseases wo sig CCC
25,2550,25501,3.2148,5.358,16.27,49,1.0,HIV-related CNS diseases w min CCC
25,2551,25510,2.6206,3.1198,7.46,22,1.0,HIV-related malignancy wo sig CCC
25,2551,25511,4.1112,6.8519,17.25,52,1.0,HIV-related malignancy w min CCC
25,2552,25520,1.2085,1.4386,6.63,20,1.0,"HIV-related infection, not transferred wo sig CCC"
25,2552,25521,2.1845,2.8743,10.28,31,1.0,"HIV-related infection, not transferred w min CCC"
25,2552,25522,3.2308,4.7511,14.9,45,1.0,"HIV-related infection, not transferred w mod CCC"
25,2552,25523,4.3166,8.3011,19.27,58,1.0,"HIV-related infection, not transferred w maj CCC"
25,2553,25530,0.5926,0.6512,3.2,10,1.0,Other HIV-related condition wo sig CCC
25,2553,25531,1.147,1.2604,5.21,16,1.0,Other HIV-related condition w min CCC
25,2554,25540,1.1432,1.2563,5.07,15,0.3,"HIV-related infection, transferred wo sig CCC"
25,2554,25541,1.9136,2.2781,7.71,23,1.0,"HIV-related infection, transferred w min CCC"
25,2554,25542,2.7047,3.9775,12.03,36,1.0,"HIV-related infection, transferred w mod CCC"
26,2601,26010,0.5402,0.5402,1.96,6,1.0,OR proc group 1 unrelated to PDx wo sig CCC
26,2601,26011,0.69,0.69,2.05,6,1.0,OR proc group 1 unrelated to PDx w min CCC
26,2601,26012,0.9189,0.9189,2.29,7,1.0,OR proc group 1 unrelated to PDx w mod CCC
26,2602,26020,0.8835,0.8835,2.22,7,1.0,OR proc group 2 unrelated to PDx wo sig CCC
26,2602,26021,1.2387,1.2387,2.54,8,1.0,OR proc group 2 unrelated to PDx w min CCC
26,2602,26022,2.2408,2.2408,2.76,8,1.0,OR proc group 2 unrelated to PDx w mod CCC
26,2603,26030,1.5719,1.7274,4.75,14,1.0,OR proc group 3 unrelated to PDx wo sig CCC
26,2603,26031,2.7143,3.5714,9.07,27,0.69,OR proc group 3 unrelated to PDx w min CCC
26,2603,26032,3.3847,6.5091,18.1,54,1.0,OR proc group 3 unrelated to PDx w mod CCC
26,2604,26040,2.3674,2.8184,6.44,19,0.99,OR proc group 4 unrelated to PDx wo sig CCC
26,2604,26041,4.1084,6.0416,13.32,40,1.0,OR proc group 4 unrelated to PDx w min CCC
26,2605,26050,4.2964,5.1148,7.91,24,1.0,OR proc group 5 or more unrelated to PDx wo sig CCC
26,2605,26051,5.7241,8.4179,13.69,41,1.0,OR proc group 5 or more unrelated to PDx w min CCC
26,2611,26119,2.9128,3.2009,5.89,18,1.0,General major vessel procedures
26,2612,26120,2.3797,3.1312,10.12,30,0.55,Gastrostomy & Enterostomy wo sig CCC
26,2612,26121,3.015,6.8522,25.44,76,1.0,Gastrostomy & Enterostomy w min CCC
26,2613,26130,1.8752,2.4673,10.91,33,0.45,General skin graft wo sig CCC
26,2613,26131,2.436,5.5363,26.45,79,1.0,General skin graft w min CCC
26,2614,26149,1.8812,2.0672,5.09,15,1.0,General minor vessel and lymphatic procedures
26,2650,26509,0.0,0.0,0.0,0,1.0,Ungroupable
26,2651,26519,0.0,0.0,0.0,0,1.0,Unacceptable principal diagnosis
26,2652,26529,0.0,0.0,0.0,0,1.0,Unacceptable obstetric diagnosis combination
26,2653,26539,0.0,0.0,0.0,0,1.0,"Ungroupable, invalid age"
